iter	Logloss
187	0.2401202202
188	0.2395823479
189	0.2388504982
190	0.2381742001
191	0.2376135588
192	0.2362997293
193	0.2356589079
194	0.2346880436
195	0.2340636969
196	0.2328704357
197	0.2322728157
198	0.2314705133
199	0.230987668
200	0.2305643082
201	0.2299122334
202	0.2294588327
203	0.2288144588
204	0.2283138752
205	0.2278470993
206	0.2271787167
207	0.2267235994
208	0.2264627218
209	0.2254642248
210	0.2250171661
211	0.2243819714
212	0.2239575148
213	0.2224984169
214	0.2220336914
215	0.2216098785
216	0.2211938858
217	0.2208553076
218	0.2205694199
219	0.2201884031
220	0.2198191643
221	0.2189052105
222	0.218648386
223	0.2184185505
224	0.2177371502
225	0.217076087
226	0.2164410114
227	0.2160841942
228	0.2157115698
229	0.215212965
230	0.2147155762
231	0.2143307924
232	0.2137326717
233	0.2127575874
234	0.2124729633
235	0.2115390301
236	0.2111900568
237	0.2108957529
238	0.2104397058
239	0.2101558685
240	0.2093268156
241	0.2083926439
242	0.2080422878
243	0.2071175814
244	0.2066178799
245	0.2062937737
246	0.2058382988
247	0.2052057743
248	0.2049102068
249	0.2045090437
250	0.2040721416
251	0.2036253214
252	0.2033894062
253	0.2029972076
254	0.2027178288
255	0.2024038792
256	0.2020953178
257	0.2015929937
258	0.2013511181
259	0.2010632992
260	0.2007459641
261	0.2003271103
262	0.1995529175
263	0.1990840197
264	0.1987178564
265	0.1984349012
266	0.1980455875
267	0.1975275755
268	0.1968669295
269	0.1963646054
270	0.1960067868
271	0.1955660343
272	0.195199585
273	0.1949524403
274	0.1944955111
275	0.1940677404
276	0.1938080192
277	0.1933685303
278	0.1931639194
279	0.1928755999
280	0.1927860498
281	0.1923873782
282	0.1920581341
283	0.1916957378
284	0.1914727211
285	0.1911533713
286	0.1908668995
287	0.1899176955
288	0.1892655134
289	0.1887861252
290	0.1884790182
291	0.1883000851
292	0.187970233
293	0.1876669168
294	0.1872934103
295	0.1869760394
296	0.1864383817
297	0.186168766
298	0.1858934402
299	0.1854993105
300	0.1851430178
301	0.1848981857
302	0.1846903801
303	0.184385407
304	0.1840753675
305	0.1835696459
306	0.18329072
307	0.1829817057
308	0.1827521682
309	0.1824864268
310	0.1822825193
311	0.1814079642
312	0.1811512113
313	0.1808691144
314	0.1804834127
315	0.1802859187
316	0.1800095081
317	0.1797454953
318	0.1793481827
319	0.1791350007
320	0.1788811922
321	0.1786990643
322	0.1784283638
323	0.1781260371
324	0.1777929306
325	0.1770163774
326	0.176527667
327	0.1762441516
328	0.1759819269
329	0.1756887794
330	0.1751428127
331	0.1748655558
332	0.1746500134
333	0.1743464708
334	0.1740634322
335	0.1738241196
336	0.1732504368
337	0.1728901625
338	0.172569418
339	0.1720299602
340	0.1717395067
341	0.1714372039
342	0.1712296009
343	0.1710151553
344	0.1706842661
345	0.1701145291
346	0.1698577642
347	0.1695553541
348	0.1692348719
349	0.1688775778
350	0.1686148643
351	0.1684439898
352	0.1681932926
353	0.1679956675
354	0.1677819967
355	0.1674218178
356	0.1671171427
357	0.1668912649
358	0.1667200089
359	0.1664103031
360	0.1662178993
361	0.1657612562
362	0.1655241728
363	0.1653208971
364	0.1651425838
365	0.1647160769
366	0.1644825697
367	0.1640721917
368	0.1638092995
369	0.1636217356
370	0.1633994341
371	0.1631574631
372	0.1629276991
373	0.1625633478
374	0.1622921586
375	0.1620429754
376	0.1617682576
377	0.161476922
378	0.161080265
379	0.1609124422
380	0.160263133
381	0.1599390507
382	0.1597122312
383	0.1594603777
384	0.1591864824
385	0.1588997364
386	0.1584645271
387	0.1582986355
388	0.1580385923
389	0.1576601744
390	0.1571880341
391	0.1569016099
392	0.1564979553
393	0.1561825752
394	0.1558453202
395	0.1557030201
396	0.1553834438
397	0.1551700354
398	0.1549456954
399	0.1547558069
400	0.1545623302
401	0.1543488264
402	0.1541228175
403	0.1538387775
404	0.1535351992
405	0.1533817768
406	0.1532171249
407	0.1530240297
408	0.1527971864
409	0.1526735544
410	0.1525869846
411	0.1523587227
412	0.1520338058
413	0.1517346382
414	0.151355505
415	0.1510958552
416	0.1508389354
417	0.1502752781
418	0.1500301838
419	0.1498774409
420	0.1494982481
421	0.1494005203
422	0.1491763473
423	0.1490732551
424	0.1487864137
425	0.1485488892
426	0.1482397795
427	0.1479490757
428	0.1477338433
429	0.147499609
430	0.1473382711
431	0.1471537113
432	0.1469910383
433	0.1467609406
434	0.1466180801
435	0.1463908076
436	0.1462069511
437	0.1459227324
438	0.1457975626
439	0.1450839162
440	0.144726038
441	0.1445691586
442	0.1444251537
443	0.1441548228
444	0.1439311504
445	0.1437943578
446	0.1435477853
447	0.1433792591
448	0.1431463957
449	0.1429455519
450	0.1425866961
451	0.1424202442
452	0.1422136307
453	0.1420946836
454	0.1419447422
455	0.1417327642
456	0.1415357351
457	0.1412960887
458	0.1411682725
459	0.1408863425
460	0.1405928373
461	0.1402459264
462	0.1400909901
463	0.1397648096
464	0.1394643903
465	0.1390599489
466	0.1388414145
467	0.138680172
468	0.1384112597
469	0.1382163644
470	0.1380476713
471	0.1378074646
472	0.1376285672
473	0.1375079155
474	0.1373325586
475	0.1369347095
476	0.1367549181
477	0.1365560055
478	0.1363865614
479	0.1360556126
480	0.1358917475
481	0.1357040882
482	0.1353859425
483	0.135225451
484	0.1350113153
485	0.134772265
486	0.1346248627
487	0.1344833136
488	0.1340186
489	0.1338622808
490	0.133699739
491	0.133480525
492	0.1333200932
493	0.1331362128
494	0.1330159068
495	0.1328100681
496	0.132654655
497	0.1324628472
498	0.13225528
499	0.1320337892
500	0.1318835258
501	0.131752646
502	0.1315129995
503	0.1313661337
504	0.1312175512
505	0.1307672262
506	0.1305632234
507	0.130365026
508	0.1301494956
509	0.1296839952
510	0.1294925213
511	0.1292695403
512	0.1291162252
513	0.1289003372
514	0.1286552668
515	0.1284990311
516	0.128279829
517	0.1280469656
518	0.1278912663
519	0.127706337
520	0.1274507761
521	0.1272955179
522	0.1271452665
523	0.1270239353
524	0.1268903852
525	0.1266855717
526	0.1265078306
527	0.1263039351
528	0.125953126
529	0.1258304834
530	0.1256804228
531	0.1255468369
532	0.125285244
533	0.1251553893
534	0.1249226689
535	0.1248133659
536	0.1245456815
537	0.1242984295
538	0.1240949392
539	0.1239901304
540	0.1238155842
541	0.1235080242
542	0.1232894182
543	0.1229688168
544	0.1227891326
545	0.1224416971
546	0.1221032858
547	0.1219489098
548	0.1217412472
549	0.1215250492
550	0.1213651776
551	0.1213544607
552	0.121157968
553	0.1209897041
554	0.1208935499
555	0.1204086781
556	0.1201414585
557	0.1199933529
558	0.1198649526
559	0.119676137
560	0.1194451094
561	0.1192410707
562	0.1190645933
563	0.1189475894
564	0.1187749028
565	0.1186427355
566	0.1184332848
567	0.1181499958
568	0.1179861546
569	0.1177974224
570	0.1174529552
571	0.1172758818
572	0.1170581818
573	0.1168389797
574	0.1167121649
575	0.1165460825
576	0.1160578966
577	0.1159422755
578	0.115628171
579	0.1154716253
580	0.1153266191
581	0.1150242448
582	0.1148688555
583	0.1146869898
584	0.1145117998
585	0.1142434597
586	0.1140648842
587	0.1139585018
588	0.1137615681
589	0.1136219025
590	0.1133324146
591	0.1130386591
592	0.1129401207
593	0.1124314308
594	0.1123171449
595	0.1121567965
596	0.1120343328
597	0.1118935347
598	0.1115329981
599	0.1112682581
600	0.1111235499
601	0.1110408902
602	0.1107661486
603	0.1106701136
604	0.1105671048
605	0.1101988196
606	0.1100484371
607	0.1097898841
608	0.1096308947
609	0.1095499992
610	0.1094046831
611	0.1092179656
612	0.1090444565
613	0.1085804701
614	0.108381629
615	0.1082838297
616	0.1080290318
617	0.1076958895
618	0.1074798584
619	0.1072796822
620	0.1071231127
621	0.106881547
622	0.106687665
623	0.1065303445
624	0.1062747598
625	0.1061057448
626	0.1059350491
627	0.1057229042
628	0.1056313753
629	0.10530231
630	0.1051573753
631	0.1049758434
632	0.1048383713
633	0.1046679974
634	0.1044393301
635	0.104285109
636	0.1041635752
637	0.1040122747
638	0.1037988305
639	0.1037070513
640	0.1036223173
641	0.1034948349
642	0.1033245921
643	0.1031976819
644	0.1030153871
645	0.1026503325
646	0.1025484085
647	0.10233109
648	0.1022421598
649	0.1020295501
650	0.1019295454
651	0.1018323541
652	0.1015904188
653	0.1014479518
654	0.1012871504
655	0.1011331797
656	0.1010053396
657	0.1008961678
658	0.1006996632
659	0.100527072
660	0.1003930807
661	0.1002418995
662	0.1000024557
663	0.09972193241
664	0.09958234429
665	0.09942880273
666	0.09929609299
667	0.09895306826
668	0.09887256622
669	0.09868686199
670	0.09851394296
671	0.09833607674
672	0.09810034037
673	0.09793866873
674	0.09778815508
675	0.09771816134
676	0.09751653671
677	0.09740598202
678	0.09703804255
679	0.09691990018
680	0.09682877064
681	0.09674759507
682	0.09648992419
683	0.09636741877
684	0.09625588655
685	0.09612417221
686	0.0959107399
687	0.09588528275
688	0.0957863152
689	0.09553508759
690	0.09541605711
691	0.09530494213
692	0.09517281651
693	0.09495798349
694	0.09480974078
695	0.09466926455
696	0.0945569396
697	0.09437951446
698	0.09424961805
699	0.09413474798
700	0.09402439594
701	0.09389692545
702	0.09380248189
703	0.09370849729
704	0.09356597662
705	0.09348449111
706	0.09338802695
707	0.09326158166
708	0.09313376546
709	0.09307992458
710	0.09282897115
711	0.09273350239
712	0.09264783859
713	0.0924778223
714	0.0924055934
715	0.09207701087
716	0.0918766737
717	0.09167786837
718	0.09140472412
719	0.0912529707
720	0.09112181067
721	0.09101037979
722	0.09076746702
723	0.09050156474
724	0.0903239727
725	0.09014109373
726	0.08993867636
727	0.08981797695
728	0.08953856826
729	0.08944445848
730	0.08932673931
731	0.08919814229
732	0.08907958269
733	0.08892703652
734	0.08883185983
735	0.0887013793
736	0.08858289719
737	0.08831877112
738	0.08808947802
739	0.08793680072
740	0.08784452677
741	0.08772781491
742	0.08760527372
743	0.08749319315
744	0.08734443188
745	0.08716315627
746	0.08704508543
747	0.0869220674
748	0.08678174019
749	0.08675730824
750	0.08657234907
751	0.08629851341
752	0.08626955748
753	0.08624273539
754	0.0861335218
755	0.08596189022
756	0.08588424921
757	0.08571417332
758	0.08543221951
759	0.08530306816
760	0.08520482779
761	0.08505831361
762	0.08493341208
763	0.084760952
764	0.08464529514
765	0.08456213474
766	0.08441749215
767	0.08436595798
768	0.08426142931
769	0.08417059779
770	0.08391293883
771	0.0838228941
772	0.08369891644
773	0.08333022594
774	0.08325644135
775	0.08314151168
776	0.08299678564
777	0.08280320764
778	0.08270332813
779	0.08256248832
780	0.08237893581
781	0.08225021958
782	0.08209254742
783	0.08199454546
784	0.08184931278
785	0.08171887398
786	0.0816724956
787	0.08152180314
788	0.08117443919
789	0.08103989363
790	0.08093935251
791	0.08083872199
792	0.08072236776
793	0.08057795763
794	0.08044950366
795	0.08031882048
796	0.08016757369
797	0.08006161451
798	0.07994444966
799	0.07987250686
800	0.07985086441
801	0.07972021103
802	0.07958325744
803	0.07945082188
804	0.07931683064
805	0.0791205883
806	0.07903723717
807	0.07895210981
808	0.0788128376
809	0.07872062922
810	0.07868651748
811	0.07858370543
812	0.07848000526
813	0.07835876942
814	0.0781172812
815	0.07799129486
816	0.07788516283
817	0.07760671377
818	0.07744501829
819	0.07730847001
820	0.07717449665
821	0.07706065178
822	0.07690870166
823	0.07679018974
824	0.07676366568
825	0.07674062252
826	0.07666010857
827	0.07653614283
828	0.07639711499
829	0.07629611492
830	0.07621896267
831	0.07611743212
832	0.07606663704
833	0.07577887177
834	0.07566117644
835	0.07548342943
836	0.07539674044
837	0.07530574799
838	0.07522571087
839	0.07496391535
840	0.07475994825
841	0.07470341921
842	0.07455362082
843	0.07444460392
844	0.07429555655
845	0.07418200374
846	0.0739179194
847	0.07379737496
848	0.0736294806
849	0.07355370522
850	0.07342941761
851	0.07334575653
852	0.073160851
853	0.07300574183
854	0.0728679657
855	0.0728014946
856	0.0727560997
857	0.07266377211
858	0.07254385948
859	0.07242939472
860	0.07237067223
861	0.07224546671
862	0.07216362953
863	0.07205278873
864	0.07187845707
865	0.07185684443
866	0.07171988487
867	0.07166529298
868	0.07153453231
869	0.07142829299
870	0.07129884362
871	0.07118362188
872	0.07088249326
873	0.07080298662
874	0.07072628736
875	0.07064895034
876	0.07052927613
877	0.07045942545
878	0.07035443783
879	0.07017271519
880	0.07005567551
881	0.06998587847
882	0.06977444291
883	0.06970012784
884	0.06953869462
885	0.06934913993
886	0.06911010742
887	0.06895560026
888	0.06882954836
889	0.06871387959
890	0.06850677729
891	0.06839889884
892	0.06836015582
893	0.06832119823
894	0.06823037863
895	0.06821810007
896	0.06808395982
897	0.06799975038
898	0.06787962317
899	0.06777729392
900	0.06768374443
901	0.06746340394
902	0.06738125086
903	0.06718049049
904	0.06702672243
905	0.06695843339
906	0.06688702703
907	0.06677848697
908	0.06669816375
909	0.06658780575
910	0.06644681692
911	0.06641658545
912	0.06636666656
913	0.06628636718
914	0.06618895531
915	0.06610376239
916	0.06600655913
917	0.06596047282
918	0.06575989723
919	0.06573239565
920	0.06571651697
921	0.06557193995
922	0.06545594931
923	0.06536567211
924	0.06529405117
925	0.06523480415
926	0.06510046721
927	0.06503822803
928	0.06490138769
929	0.06485288143
930	0.06477628946
931	0.06461169124
932	0.06446154118
933	0.06425701976
934	0.06415966749
935	0.06400151849
936	0.0639384985
937	0.06381882429
938	0.0637031436
939	0.06352890134
940	0.06331883073
941	0.06306425333
942	0.06295080185
943	0.06287259459
944	0.06274355054
945	0.06268978715
946	0.06257768869
947	0.0624951005
948	0.06238441467
949	0.06230975389
950	0.06222145557
951	0.06201118827
952	0.06186496019
953	0.0618409276
954	0.06178457141
955	0.06171298027
956	0.06162769794
957	0.06160718799
958	0.06158974171
959	0.06146767139
960	0.06130040884
961	0.06123170853
962	0.06114751101
963	0.06111687422
964	0.06093585491
965	0.06084227562
966	0.06075586081
967	0.06061662436
968	0.06053768396
969	0.06034270525
970	0.06022254229
971	0.060128057
972	0.06010680199
973	0.06000997424
974	0.05995958447
975	0.05991683006
976	0.0598976016
977	0.05984530449
978	0.05971410871
979	0.05958240628
980	0.05950157642
981	0.05941736698
982	0.05933043957
983	0.05928869843
984	0.05920535922
985	0.05911684036
986	0.05908688307
987	0.05903417468
988	0.05894737244
989	0.05881114602
990	0.0587802887
991	0.05868612528
992	0.05857118368
993	0.05843687057
994	0.05828855038
995	0.05820531249
996	0.05808719397
997	0.05787701607
998	0.05779368281
999	0.05773848295
